name,office_full,party_full,state,district,candidate_id
HOSTETTLER JOHN NATHAN,House,REPUBLICAN PARTY,IN,8,H4IN08108
HEURING PHYLLIS N,House,REPUBLICAN PARTY,IN,8,H4IN08132
JENNINGS JON PAUL,House,DEMOCRATIC PARTY,IN,8,H4IN08157
DERR KEVIN RAY,House,DEMOCRATIC PARTY,IN,8,H4IN08165
MCNEIL ANDREW TOBIAS,House,REPUBLICAN PARTY,IN,8,H4IN08199
SPANGLER TOM,House,DEMOCRATIC PARTY,IN,8,H4IN08207
MOORE KELLIE ANN MS,House,DEMOCRATIC PARTY,IN,8,H4IN08215
LEISING JEAN,House,REPUBLICAN PARTY,IN,9,H4IN09049
BAILEY BILL,House,DEMOCRATIC PARTY,IN,9,H4IN09072
MILLER JEFFREY S,House,DEMOCRATIC PARTY,IN,9,H4IN09080
PECK TIMOTHY,House,DEMOCRATIC PARTY,IN,9,H4IN09163
WATKINS JOSEPH P,House,REPUBLICAN PARTY,IN,10,H4IN10013
SCOTT MARVIN BAILEY,House,REPUBLICAN PARTY,IN,10,H4IN10047
RINGER DARRELL T,House,DEMOCRATIC PARTY,KS,1,H4KS01018
LAPOLICE ALAN,House,DEMOCRATIC PARTY,KS,1,H4KS01059
ROTH KENT,House,REPUBLICAN PARTY,KS,1,H4KS01067
SHEROW JAMES EARL,House,DEMOCRATIC PARTY,KS,1,H4KS01075
BUSKIRK PAUL,House,DEMOCRATIC PARTY,KS,1,H4KS01083
VAN SLYKE JAMES KING II,House,REPUBLICAN PARTY,KS,2,H4KS02016
LAFLIN ROBERT DUDLEY,House,REPUBLICAN PARTY,KS,2,H4KS02024
HUME JOE M,House,REPUBLICAN PARTY,KS,2,H4KS02065
CARLIN JOHN W,House,DEMOCRATIC PARTY,KS,2,H4KS02081
BENNIE ROBERT RAY JR,House,REPUBLICAN PARTY,KS,2,H4KS02099
BOYDA NANCY E E,House,DEMOCRATIC PARTY,KS,2,H4KS02107
WAKEFIELD MARGIE,House,DEMOCRATIC PARTY,KS,2,H4KS02115
TUCKER JOSHUA JOEL,House,REPUBLICAN PARTY,KS,2,H4KS02131
WOODY ELGIN IV,House,DEMOCRATIC PARTY,KS,2,H4KS02149
MEYERS JAN M C,House,REPUBLICAN PARTY,KS,3,H4KS03014
"LEFFEL RUSSELL C ""RUSTY""",House,REPUBLICAN PARTY,KS,3,H4KS03022
ALLEN MARJORIE POWELL,House,REPUBLICAN PARTY,KS,3,H4KS03030
REARDON JOHN E,House,DEMOCRATIC PARTY,KS,3,H4KS03048
UHLMANN JOHN W,House,REPUBLICAN PARTY,KS,3,H4KS03063
RALPH JOHN S JR,House,INDEPENDENT,KS,3,H4KS03071
HANCOCK JUDITH L,House,DEMOCRATIC PARTY,KS,3,H4KS03089
KOBACH KRIS,House,REPUBLICAN PARTY,KS,3,H4KS03105
LIGHTNER PATRICIA,House,REPUBLICAN PARTY,KS,3,H4KS03113
MARSELUS REGINALD W,House,DEMOCRATIC PARTY,KS,3,H4KS03170
KULTALA KELLY D,House,DEMOCRATIC PARTY,KS,3,H4KS03188
WESTBROOK JONATHON,House,REPUBLICAN PARTY,KS,3,H4KS03196
CRNKOVICH KAREN,House,REPUBLICAN PARTY,KS,3,H4KS03204
REDDY PRASANTH DR.,House,REPUBLICAN PARTY,KS,3,H4KS03212
SCHULTZ GORDON,House,REPUBLICAN PARTY,KS,4,H4KS04020
KRAUSE WILLIAM VERNE,House,REPUBLICAN PARTY,KS,4,H4KS04053
ROLLDAVID,House,REPUBLICAN PARTY,KS,4,H4KS04061
TIAHRT TODD,House,REPUBLICAN PARTY,KS,4,H4KS04087
SCHUCKMAN PERRY L,House,DEMOCRATIC PARTY,KS,4,H4KS04111
DICKSON STEVEN MARTIN,House,DEMOCRATIC PARTY,KS,5,H4KS05019
KANNENSOHN MARGARET H,House,DEMOCRATIC PARTY,KY,6,H4KY00018
HATCHETT CHARLES KENDALL,House,DEMOCRATIC PARTY,KY,1,H4KY01016
COX WILLIAM M,House,DEMOCRATIC PARTY,KY,1,H4KY01024
LACKEY HENRY GRIDER,House,DEMOCRATIC PARTY,KY,1,H4KY01032
WHITFIELD WAYNE EDWARD,House,REPUBLICAN PARTY,KY,1,H4KY01040
GASKINS SAMUEL LEWIS,House,DEMOCRATIC PARTY,KY,1,H4KY01073
MILLER FRANK,House,DEMOCRATIC PARTY,KY,2,H4KY02014
LEWIS RON,House,REPUBLICAN PARTY,KY,2,H4KY02030
PRATHER JOSEPH WAYNE,House,DEMOCRATIC PARTY,KY,2,H4KY02048
ADKISSON DAVID C,House,DEMOCRATIC PARTY,KY,2,H4KY02055
SMITH ADAM ANDREW,House,DEMOCRATIC PARTY,KY,2,H4KY02063
LEACH RONALD ALLEN,House,DEMOCRATIC PARTY,KY,2,H4KY02089
MUSSELMAN CISSY,House,REPUBLICAN PARTY,KY,3,H4KY03012
WARNER SUZANNE MCCARROLL,House,REPUBLICAN PARTY,KY,3,H4KY03053
WARD MICHAEL D,House,DEMOCRATIC PARTY,KY,3,H4KY03061
DELAHANTY DOLORES,House,DEMOCRATIC PARTY,KY,3,H4KY03079
GREGG BARBARA,House,DEMOCRATIC PARTY,KY,3,H4KY03087
ABBOTT RAYMOND H,House,DEMOCRATIC PARTY,KY,3,H4KY03095
JONES WILLIAM LANDIS,House,DEMOCRATIC PARTY,KY,3,H4KY03145
LANIER SHELBY JR,House,DEMOCRATIC PARTY,KY,3,H4KY03152
OWEN CHARLES L,House,DEMOCRATIC PARTY,KY,3,H4KY03160
WILSON BILL,House,DEMOCRATIC PARTY,KY,3,H4KY03178
MILLER TONY,House,DEMOCRATIC PARTY,KY,3,H4KY03186
MCFARLANE MICHAEL,House,REPUBLICAN PARTY,KY,3,H4KY03210
PUCCETTI GREGORY PETER,House,REPUBLICAN PARTY,KY,3,H4KY03244
YOUNG GEOFFREY M.,House,DEMOCRATIC PARTY,KY,3,H4KY03251
MULLOY WILLIAM PATRICK II,House,DEMOCRATIC PARTY,KY,4,H4KY04010
MCCORMICK MAURICE DR,House,DEMOCRATIC PARTY,KY,4,H4KY04028
SKAGGS SALLY HARRIS,House,DEMOCRATIC PARTY,KY,4,H4KY04044
MURPHY KEVIN,House,REPUBLICAN PARTY,KY,4,H4KY04051
PENDERY PAUL,House,REPUBLICAN PARTY,KY,4,H4KY04069
CLOONEY NICK,House,DEMOCRATIC PARTY,KY,4,H4KY04085
KING JOHN KELLY,House,REPUBLICAN PARTY,KY,4,H4KY04093
"BLEVINS WALTER ""DOC""",House,DEMOCRATIC PARTY,KY,5,H4KY05017
EDWARDS DANA PHILLIP DR.,House,REPUBLICAN PARTY,KY,5,H4KY05025
WILLS MATTHEW ERIC,House,REPUBLICAN PARTY,KY,6,H4KY06056
KERR ALICE FORGY HON.,House,REPUBLICAN PARTY,KY,6,H4KY06064
CHANDLER A.B. III,House,DEMOCRATIC PARTY,KY,6,H4KY06072
BUFORD TOM,House,REPUBLICAN PARTY,KY,6,H4KY06098
COFFMAN BRYAN SAMUEL,House,REPUBLICAN PARTY,KY,6,H4KY06106
JENSEN ELISABETH,House,DEMOCRATIC PARTY,KY,6,H4KY06130
COBLENZ MICHAEL,House,DEMOCRATIC PARTY,KY,6,H4KY06148
PALUMBO JOSEPH E,House,DEMOCRATIC PARTY,KY,6,H4KY06155
YOUNG GEOFFREY M,House,DEMOCRATIC PARTY,KY,6,H4KY06163
PERKINS CARL CHRISTOPHER,House,DEMOCRATIC PARTY,KY,7,H4KY07013
JINDAL BOBBY,House,REPUBLICAN PARTY,LA,1,H4LA00016
SCHEDLER JOHN THOMAS JR,House,REPUBLICAN PARTY,LA,1,H4LA01071
ROGERS MICHAEL LEE,House,REPUBLICAN PARTY,LA,1,H4LA01089
MANUEL MEL INARI,House,DEMOCRATIC PARTY,LA,1,H4LA01154
AUGUSTINE ISRAEL M JR,House,DEMOCRATIC PARTY,LA,2,H4LA02020
NAMER ROBERT,House,REPUBLICAN PARTY,LA,1,H4LA02053
SCHWERTZ ARTHUR LOUIS,House,REPUBLICAN PARTY,LA,2,H4LA02079
BROOKS DAVID GRAHAM,House,INDEPENDENT,LA,2,H4LA02103
MELANCON CHARLES J,House,DEMOCRATIC PARTY,LA,3,H4LA03028
DUPRE REGGIE P JR,House,DEMOCRATIC PARTY,LA,3,H4LA03036
CACCIOPPI CHARMAINE DEGRUISE,House,DEMOCRATIC PARTY,LA,3,H4LA03044
ROMERO CRAIG,House,REPUBLICAN PARTY,LA,3,H4LA03051
TAUZIN WILBERT J III,House,REPUBLICAN PARTY,LA,3,H4LA03069
BALDONE DAMON J,House,DEMOCRATIC PARTY,LA,3,H4LA03077
CHIASSON KEVIN DALE,House,REPUBLICAN PARTY,LA,3,H4LA03085
SLOCUM PATRICIA,House,REPUBLICAN PARTY,LA,4,H4LA04018
MARSHALL BENJAMIN FRANKLIN IV,House,REPUBLICAN PARTY,LA,5,H4LA05031
SCOTT JOHN WYETH,House,REPUBLICAN PARTY,LA,5,H4LA05049
BLAKES ZELMA A,House,DEMOCRATIC PARTY,LA,5,H4LA05056
RISER HARTWELL NEIL JR,House,REPUBLICAN PARTY,LA,5,H4LA05064
MAYO JAMIE,House,DEMOCRATIC PARTY,LA,5,H4LA05080
HUNTER MARCUS LAMAR,House,DEMOCRATIC PARTY,LA,5,H4LA05114
MCALLISTER VANCE MICHAEL,House,REPUBLICAN PARTY,LA,5,H4LA05130
RUSSELL WELDON,House,DEMOCRATIC PARTY,LA,5,H4LA05155
WEATHERLY PHILLIP BLAKE,House,REPUBLICAN PARTY,LA,5,H4LA05163
JOHNSON ROBERT ALLEN,House,DEMOCRATIC PARTY,LA,5,H4LA05197
MORRIS JOHN CLYDE III,House,REPUBLICAN PARTY,LA,5,H4LA05205
TARPLEY EDWARD L JR,House,REPUBLICAN PARTY,LA,5,H4LA05213
BROWN HARRIS,House,REPUBLICAN PARTY,LA,5,H4LA05239
DASHER ZACH,House,REPUBLICAN PARTY,LA,5,H4LA05247
GUERRIERO JEFFREY D,House,REPUBLICAN PARTY,LA,5,H4LA05254
ROTHSCHILD HERBERT BERNARD JR,House,DEMOCRATIC PARTY,LA,6,H4LA06013
CRAIG RUFUS H JR,House,LIBERTARIAN PARTY,LA,6,H4LA06047
DIETZEL  PAUL II,House,REPUBLICAN PARTY,LA,6,H4LA06088
WARD RICHARD J III,House,REPUBLICAN PARTY,LA,6,H4LA06096
FELDER CASSIE ERIN,House,REPUBLICAN PARTY,LA,6,H4LA06104
CLAITOR DANIEL A,House,REPUBLICAN PARTY,LA,6,H4LA06112
THOMAS CHARLES 'TREY' DR III,House,REPUBLICAN PARTY,LA,6,H4LA06120
MCCULLOCH CRAIG,House,REPUBLICAN PARTY,LA,6,H4LA06146
GRAVES GARRET,House,REPUBLICAN PARTY,LA,6,H4LA06153
EDWARDS EDWIN WASHINGTON,House,DEMOCRATIC PARTY,LA,6,H4LA06161
WHITNEY LENAR,House,REPUBLICAN PARTY,LA,6,H4LA06179
BOUSTANY CHARLES W. DR. JR.,House,REPUBLICAN PARTY,LA,3,H4LA07029
DOUCET NED,House,DEMOCRATIC PARTY,LA,7,H4LA07037
MOUNT WILLIE LANDRY,House,DEMOCRATIC PARTY,LA,7,H4LA07045
CRAVINS DONALD RAY SR,House,DEMOCRATIC PARTY,LA,7,H4LA07052
WILLIAMSON KILYUN DARRELL,House,REPUBLICAN PARTY,LA,8,H4LA08019
MORSE CHARLES A MR,House,REPUBLICAN PARTY,MA,4,H4MA00010
WENTWORTH MARY LOUISE,House,DEMOCRATIC PARTY,MA,1,H4MA01026
ADAM STEVEN E,House,REPUBLICAN PARTY,MA,1,H4MA01034
BRIARE JOHN M,House,REPUBLICAN PARTY,MA,2,H4MA02032
DUBRULE DANIEL D,House,REPUBLICAN PARTY,MA,2,H4MA02057
REDDING KENNETH J,House,REPUBLICAN PARTY,MA,3,H4MA03014
MCGOVERN JAMES P,House,DEMOCRATIC PARTY,MA,2,H4MA03022
O'SULLIVAN KEVIN,House,DEMOCRATIC PARTY,MA,3,H4MA03030
ARENA-DEROSA JAMES CHRISTOPHER,House,DEMOCRATIC PARTY,MA,3,H4MA03048
CREWS RONALD A,House,REPUBLICAN PARTY,MA,3,H4MA03071
IMHOLT TIMOTHY JAMES,House,REPUBLICAN PARTY,MA,,H4MA03089
WOFFORD ROSEANN,House,REPUBLICAN PARTY,MA,3,H4MA03097
FORTE JAMES VINCENT,House,REPUBLICAN PARTY,MA,4,H4MA04020
HYATT GREGORY SOL,House,REPUBLICAN PARTY,MA,5,H4MA05019
ATKINS CHESTER GREENOUGH,House,DEMOCRATIC PARTY,MA,5,H4MA05027
SHEA PHILIP L,House,DEMOCRATIC PARTY,MA,5,H4MA05035
TIERNEY THOMAS P,House,REPUBLICAN PARTY,MA,5,H4MA05043
QUINN THOMAS J,House,DEMOCRATIC PARTY,MA,5,H4MA05050
SCIORTINO CARL M JR,House,DEMOCRATIC PARTY,MA,5,H4MA05068
BROWNSBERGER WILLIAM N,House,DEMOCRATIC PARTY,MA,5,H4MA05076
CLARK KATHERINE,House,DEMOCRATIC PARTY,MA,5,H4MA05084
SPILKA KAREN,House,DEMOCRATIC PARTY,MA,5,H4MA05092
KOUTOUJIAN PETER J,House,DEMOCRATIC PARTY,MA,5,H4MA05100
LONG MARTIN,House,DEMOCRATIC PARTY,MA,5,H4MA05134
SCHWARTZ SHELDON ELLIOTT,House,DEMOCRATIC PARTY,MA,5,H4MA05175
LEBER FREDERICK,House,REPUBLICAN PARTY,MA,6,H4MA06017
TIERNEY JOHN F,House,DEMOCRATIC PARTY,MA,6,H4MA06033
HAYWARD JEFFERY,House,DEMOCRATIC PARTY,MA,6,H4MA06041
COSTELLO NICHOLAS J,House,DEMOCRATIC PARTY,MA,6,H4MA06058
O'MALLEY STEPHEN P JR,House,REPUBLICAN PARTY,MA,6,H4MA06082
MOULTON SETH,House,DEMOCRATIC PARTY,MA,6,H4MA06090
DEFRANCO MARISA A,House,DEMOCRATIC PARTY,MA,6,H4MA06108
DEVINE JOHN PATRICK,House,DEMOCRATIC PARTY,MA,6,H4MA06116
STOCKWELL CHRISTOPHER JOHN,House,NONE,MA,6,H4MA06124
BARRETT MICHAEL JOHN,House,DEMOCRATIC PARTY,MA,8,H4MA07015
ROTONDI SAMUEL,House,DEMOCRATIC PARTY,MA,7,H4MA07023
MCGLYNN MICHAEL J,House,DEMOCRATIC PARTY,MA,7,H4MA07031
PALEOLOGOS NICHOLAS A,House,DEMOCRATIC PARTY,MA,7,H4MA07049
DOHERTY PHILIP E,House,DEMOCRATIC PARTY,MA,7,H4MA07056
RALPH S LESTER,House,REPUBLICAN PARTY,MA,7,H4MA07064
BAILEY RICHARD BRADFORD,House,REPUBLICAN PARTY,MA,7,H4MA07080
CHASE KENNETH G,House,REPUBLICAN PARTY,MA,7,H4MA07098
HALL ROBERT D JR,House,REPUBLICAN PARTY,MA,9,H4MA09029
MURPHY MICHAEL M,House,REPUBLICAN PARTY,MA,9,H4MA09037
COLUMBO MICHAEL THOMAS,House,INDEPENDENT,MA,9,H4MA09045
ALLIEGRO MARK C,House,REPUBLICAN PARTY,MA,9,H4MA09052
COGLIANO VINCENT ANTHONY JR,House,REPUBLICAN PARTY,MA,9,H4MA09060
CHAPMAN JOHN C,House,REPUBLICAN PARTY,MA,9,H4MA09078
SHORES DANIEL L,House,REPUBLICAN PARTY,MA,9,H4MA09086
FLYNN PETER Y,House,DEMOCRATIC PARTY,MA,10,H4MA10035
CRAMPTON LEWIS S W,House,REPUBLICAN PARTY,MA,10,H4MA10043
BENNETT JOHN E,House,REPUBLICAN PARTY,MA,10,H4MA10050
DONOVAN GEORGE,House,REPUBLICAN PARTY,MA,10,H4MA10068
HEMEON KEITH JASON,House,REPUBLICAN PARTY,MA,10,H4MA10076
JONES MICHAEL MR.,House,REPUBLICAN PARTY,MA,10,H4MA10092
WILLIAMS HARLAN COOPER,House,REPUBLICAN PARTY,MD,1,H4MD01010
CANTER ALLAN,House,DEMOCRATIC PARTY,MD,1,H4MD01028
EASTAUGH STEVEN R,House,DEMOCRATIC PARTY,MD,1,H4MD01036
MEREDITH SCOTT L,House,REPUBLICAN PARTY,MD,1,H4MD01044
SAMPSON HARRY EDWARD,House,DEMOCRATIC PARTY,MD,1,H4MD01077
ALEXAKIS KOSTAS G,House,DEMOCRATIC PARTY,MD,1,H4MD01085
TILGHMAN WILLIAM F,House,DEMOCRATIC PARTY,MD,1,H4MD01101
GOFF JONATHAN MARVIN JR,House,REPUBLICAN PARTY,MD,1,H4MD01127
BRUNEAU CHRISTOPHER MARC MR SR,House,REPUBLICAN PARTY,MD,1,H4MD01143
SMICK DAVID MARK,House,REPUBLICAN PARTY,MD,2,H4MD02018
BREWSTER GERRY L,House,DEMOCRATIC PARTY,MD,2,H4MD02042
EHRLICH ROBERT LEROY JR,House,REPUBLICAN PARTY,MD,2,H4MD02059
FRANK WILLIAM J,House,REPUBLICAN PARTY,MD,2,H4MD02067
DEJULIIS CONNIE GALIAZZO,House,DEMOCRATIC PARTY,MD,2,H4MD02075
BROOKS JANE,House,REPUBLICAN PARTY,MD,2,H4MD02125
HARVILICZ DAVE,House,REPUBLICAN PARTY,MD,2,H4MD02133
SCHLAKMAN IAN ANDREW,House,GREEN PARTY,MD,2,H4MD02166
BANACH DAVID MICHAEL,House,REPUBLICAN PARTY,MD,2,H4MD02174
RUNDQUIST PAUL ANDREW,House,DEMOCRATIC PARTY,MD,2,H4MD02190
PIERPONT ROSS E DR,House,REPUBLICAN PARTY,MD,3,H4MD03024
TOUSEY ROBERT RYAN,House,REPUBLICAN PARTY,MD,3,H4MD03032
DUCKWORTH ROBERT P,House,REPUBLICAN PARTY,MD,3,H4MD03057
BOSCHERT DAVID G,House,REPUBLICAN PARTY,MD,3,H4MD03065
MOLYETT MATTHEW DAVID,House,DEMOCRATIC PARTY,MD,3,H4MD03115
LONG CHARLES A,House,REPUBLICAN PARTY,MD,3,H4MD03123
FLOWERS BERNARD,House,REPUBLICAN PARTY,MD,3,H4MD03149
ELFRETH SARAH KELLY,House,DEMOCRATIC PARTY,MD,3,H4MD03156
ATTERBEARY VANESSA,House,DEMOCRATIC PARTY,MD,3,H4MD03164
HILL TERRI MD,House,DEMOCRATIC PARTY,MD,3,H4MD03172
ROGERS MICHAEL,House,DEMOCRATIC PARTY,MD,3,H4MD03180
LAM CLARENCE,House,DEMOCRATIC PARTY,MD,3,H4MD03198
DIEHL ABIGAIL,House,DEMOCRATIC PARTY,MD,3,H4MD03206
CHANG MARK,House,DEMOCRATIC PARTY,MD,3,H4MD03222
DOMINGUEZ JUAN,House,DEMOCRATIC PARTY,MD,3,H4MD03248
MCMILLEN C THOMAS,House,DEMOCRATIC PARTY,MD,1,H4MD04014
MCKINNIS JOHN R II,House,REPUBLICAN PARTY,MD,4,H4MD04055
MOORE ROSCOE M JR,House,REPUBLICAN PARTY,MD,4,H4MD04063
DUDLEY THERESA MITCHELL,House,GREEN PARTY,MD,4,H4MD04105
CHRISTOPHER WARREN,House,DEMOCRATIC PARTY,MD,4,H4MD04113
HOYT NANCY JONES,House,REPUBLICAN PARTY,MD,4,H4MD04121
NJINIMBOT GABRIEL,House,DEMOCRATIC PARTY,MD,4,H4MD04162
RITCHIE JOHN E,House,REPUBLICAN PARTY,MD,5,H4MD05052
ROBINSON KENNETH MICHAEL,House,REPUBLICAN PARTY,MD,5,H4MD05060
"MOROZ HAROLD RONALD ""HAL""",House,REPUBLICAN PARTY,MD,5,H4MD05078
DEVINE DONALD J,House,REPUBLICAN PARTY,MD,5,H4MD05094
SMATHERS JOHN ERIC,House,REPUBLICAN PARTY,MD,5,H4MD05102
JEWITT BRADLEY MR,House,REPUBLICAN PARTY,MD,5,H4MD05110
KRUKAR STEVEN J,House,CONSTITUTIONAL,MD,5,H4MD05136
ARNESS MARK KENNETH,House,REPUBLICAN PARTY,MD,5,H4MD05144
CHAFFEE CHRISTOPHER PARRY,House,REPUBLICAN PARTY,MD,5,H4MD05169
CROOMS ANDREA LYNN,House,DEMOCRATIC PARTY,MD,5,H4MD05201
TALKINGTON MICHELLE,House,REPUBLICAN PARTY,MD,5,H4MD05219
BAREEBE QUINCY,House,DEMOCRATIC PARTY,MD,5,H4MD05235
DONOGHUE JOHN PHILIP,House,DEMOCRATIC PARTY,MD,6,H4MD06019
FICKER ROBIN,House,REPUBLICAN PARTY,MD,6,H4MD06035
DHILLON NEIL,House,DEMOCRATIC PARTY,MD,6,H4MD06043
CRAWFORD STEPHEN,House,DEMOCRATIC PARTY,MD,6,H4MD06050
MULDOWNEY PAUL DENNIS,House,DEMOCRATIC PARTY,MD,6,H4MD06068
CLAGETT GALEN RONALD,House,DEMOCRATIC PARTY,MD,6,H4MD06076
FOX RODNEY DWIGHT SR,House,DEMOCRATIC PARTY,MD,6,H4MD06100
ROLLE SCOTT LAWRENCE,House,REPUBLICAN PARTY,MD,6,H4MD06118
VOGT DAVID EDWARD III,House,REPUBLICAN PARTY,MD,6,H4MD06183
BONGINO DANIEL,House,REPUBLICAN PARTY,MD,6,H4MD06191
PAINTER HAROLD WALTON JR,House,REPUBLICAN PARTY,MD,6,H4MD06209
VOGEL JOSEPH,House,DEMOCRATIC PARTY,MD,6,H4MD06225
LOPEZ LESLEY,House,DEMOCRATIC PARTY,MD,6,H4MD06233
THIAM BRENDA J DR.,House,REPUBLICAN PARTY,MD,6,H4MD06241
HYSER CHRIS,House,REPUBLICAN PARTY,MD,6,H4MD06258
WEST DESTINY DRAKE,House,DEMOCRATIC PARTY,MD,6,H4MD06266
MARTINEZ TEKESHA,House,DEMOCRATIC PARTY,MD,6,H4MD06282
ROYALS TOM,House,REPUBLICAN PARTY,MD,6,H4MD06290
BARNES HEATH,House,REPUBLICAN PARTY,MD,6,H4MD06308
SAYLES LAURIE-ANNE,House,DEMOCRATIC PARTY,MD,6,H4MD06316
GRAMMER GEOFFREY,House,DEMOCRATIC PARTY,MD,6,H4MD06324
JAIN ASHWANI,House,DEMOCRATIC PARTY,MD,6,H4MD06332
DELANEY APRIL MCCLAIN,House,DEMOCRATIC PARTY,MD,6,H4MD06340
COX DAN,House,REPUBLICAN PARTY,MD,6,H4MD06357
PETTIT A DWIGHT,House,DEMOCRATIC PARTY,MD,7,H4MD07017
SALAZAR ANTONIO,House,REPUBLICAN PARTY,MD,7,H4MD07033
D'AIUTO MICHAEL PAUL,House,REPUBLICAN PARTY,MD,8,H4MD08015
CECCONE ALBERT,House,REPUBLICAN PARTY,MD,8,H4MD08031
CHANEY DONALD JAMES,House,REPUBLICAN PARTY,MD,8,H4MD08056
DOMAN DAVID B,House,DEMOCRATIC PARTY,MD,8,H4MD08080
LESSER ROGER,House,DEMOCRATIC PARTY,MD,8,H4MD08098
VAN GRACK STEVEN,House,DEMOCRATIC PARTY,MD,8,H4MD08122
ANDERJASKA ARNOLD,House,REPUBLICAN PARTY,MD,8,H4MD08148
FLOYD CHARLES,House,REPUBLICAN PARTY,MD,8,H4MD08163
FICKER ROBIN K A,House,REPUBLICAN PARTY,MD,6,H4MD08171
MURPHY RICHARED PAUL,House,INDEPENDENT,ME,1,H4ME00014
CONANT RALPH W,House,DEMOCRATIC PARTY,ME,1,H4ME01012
HOBBINS BARRY J,House,DEMOCRATIC PARTY,ME,1,H4ME01020
TITCOMB BONNIE LEWIS,House,DEMOCRATIC PARTY,ME,1,H4ME01038
KEOGH KEVIN JOSEPH,House,REPUBLICAN PARTY,ME,1,H4ME01046
TROUBH WILLIAM B,House,DEMOCRATIC PARTY,ME,1,H4ME01053
DUTREMBLE DENNIS L,House,DEMOCRATIC PARTY,ME,1,H4ME01061
DIAMOND G WILLIAM,House,DEMOCRATIC PARTY,ME,1,H4ME01079
LONGLEY JAMES B JR,House,REPUBLICAN PARTY,ME,1,H4ME01095
RAND THEODORE T,House,REPUBLICAN PARTY,ME,1,H4ME01103
SUMMERS CHARLES E JR,House,REPUBLICAN PARTY,ME,1,H4ME01111
MISIUK ISAAC JAMES,House,REPUBLICAN PARTY,ME,1,H4ME01137
PIANTIDOSI ANDREW,House,REPUBLICAN PARTY,ME,1,H4ME01152
RUSSELL RONALD CHARLES,House,REPUBLICAN PARTY,ME,1,H4ME01160
GALLANT WILLIAM ROBERT,House,DEMOCRATIC PARTY,ME,2,H4ME02010
BULL CHIPMAN C,House,DEMOCRATIC PARTY,ME,2,H4ME02028
HAY JEAN,House,DEMOCRATIC PARTY,ME,2,H4ME02044
CATHCART MARY R,House,DEMOCRATIC PARTY,ME,2,H4ME02051
ZIRNKILTON STEPHEN M,House,REPUBLICAN PARTY,ME,2,H4ME02069
MITCHELL JAMES FRASER,House,DEMOCRATIC PARTY,ME,2,H4ME02077
MILLS JANET T,House,DEMOCRATIC PARTY,ME,2,H4ME02085
BALDACCI JOHN ELIAS,House,DEMOCRATIC PARTY,ME,2,H4ME02093
BENNETT RICHARD A,House,REPUBLICAN PARTY,ME,2,H4ME02101
HOWANIEC JAMES PAUL,House,DEMOCRATIC PARTY,ME,2,H4ME02127
GREENLAW HOLLIS M,House,REPUBLICAN PARTY,ME,2,H4ME02135
MACNAUGHTON GLENN,House,REPUBLICAN PARTY,ME,2,H4ME02143
FITZGERALD CHARLES,House,NONE,ME,2,H4ME02150
MICHAEL JOHN M,House,INDEPENDENT,ME,2,H4ME02168
HAMEL BRIAN N,House,REPUBLICAN PARTY,ME,2,H4ME02176
SMITH ALDEN,House,DEMOCRATIC PARTY,ME,2,H4ME02192
CAIN EMILY,House,DEMOCRATIC PARTY,ME,2,H4ME02200
JACKSON TROY,House,DEMOCRATIC PARTY,ME,1,H4ME02218
WILLETTE ALEXANDER REGINALD,House,REPUBLICAN PARTY,ME,2,H4ME02226
POLIQUIN BRUCE,House,REPUBLICAN PARTY,ME,2,H4ME02234
CROSS ROBERT N,House,REPUBLICAN PARTY,ME,2,H4ME02275
SOBOLESKI MIKE,House,REPUBLICAN PARTY,ME,2,H4ME02283
THERIAULT AUSTIN LEO,House,REPUBLICAN PARTY,ME,2,H4ME02291
BASSILE ELIAS,House,INDEPENDENT,ME,1,H4ME02309
ZIEGLER GILBERT L,House,REPUBLICAN PARTY,MI,1,H4MI01049
SVANDA DAVID ALLEN,House,REPUBLICAN PARTY,MI,1,H4MI01056
CARR BOB,House,REPUBLICAN PARTY,MI,1,H4MI01064
STUPAK-THRALL KATHY,House,REPUBLICAN PARTY,MI,1,H4MI01080
CANNON JERRY,House,DEMOCRATIC PARTY,MI,1,H4MI01114
ARCAND ALAN DAVID,House,REPUBLICAN PARTY,MI,1,H4MI01122
BARR CALLIE,House,DEMOCRATIC PARTY,MI,1,H4MI01155
SAUL JOSHUA,House,REPUBLICAN PARTY,MI,1,H4MI01171
MCCAULEY MICHAEL CHARLES,House,DEMOCRATIC PARTY,MI,2,H4MI02021
HOOVER MARCUS HENRY JR,House,DEMOCRATIC PARTY,MI,2,H4MI02054
KOTOS KIMON,House,DEMOCRATIC PARTY,MI,2,H4MI02088
VANDERSTELT DEAN,House,DEMOCRATIC PARTY,MI,2,H4MI02104
MCGREGOR JACQUELINE E,House,REPUBLICAN PARTY,MI,3,H4MI03011
EHLERS VERNON J,House,REPUBLICAN PARTY,MI,3,H4MI03045
SIKKEMA KEN,House,REPUBLICAN PARTY,MI,3,H4MI03052
STEIL GLENN D,House,REPUBLICAN PARTY,MI,3,H4MI03060
MAXFIELD MICHAEL G,House,REPUBLICAN PARTY,MI,3,H4MI03078
DEAN P RICHARD,House,REPUBLICAN PARTY,MI,3,H4MI03086
BYINGTON MARGARET E (MARGE),House,REPUBLICAN PARTY,MI,3,H4MI03094
SPRIK DALE ROBERT,House,DEMOCRATIC PARTY,MI,3,H4MI03102
